OrtoID	Score	OrtoA	OrtoB
455	458	META1_5189 1.000 	CQW49_RS09230 1.000 
456	458	META1_3319 1.000 	CQW49_RS18880 1.000 
457	456	META1_5141 1.000 META1_4199 0.776 	CQW49_RS19495 1.000 
458	456	META1_4633 1.000 	CQW49_RS01135 1.000 
459	455	META1_1527 1.000 	CQW49_RS09500 1.000 
460	453	META1_3151 1.000 	CQW49_RS11285 1.000 
461	453	META1_4713 1.000 	CQW49_RS16625 1.000 
462	452	META1_2582 1.000 META1_1198 0.593 META2_1016 0.571 	CQW49_RS22345 1.000 
463	452	META1_2920 1.000 	CQW49_RS21225 1.000 
464	451	META1_3416 1.000 	CQW49_RS09985 1.000 
465	451	META1_4234 1.000 	CQW49_RS09385 1.000 
466	450	META1_4521 1.000 	CQW49_RS06910 1.000 
467	450	META1_5086 1.000 	CQW49_RS11240 1.000 
468	450	META1_3139 1.000 	CQW49_RS20845 1.000 
469	449	META1_1486 1.000 	CQW49_RS08860 1.000 
470	449	META1_4394 1.000 	CQW49_RS05070 1.000 
471	447	META1_2229 1.000 	CQW49_RS00350 1.000 
472	447	META1_0314 1.000 	CQW49_RS17125 1.000 
473	446	META1_1278 1.000 	CQW49_RS00920 1.000 
474	446	META1_1727 1.000 	CQW49_RS12240 1.000 
475	444	META1_2918 1.000 	CQW49_RS00235 1.000 
476	443	META1_2395 1.000 META1_4041 0.922 	CQW49_RS06255 1.000 
477	443	META1_0558 1.000 	CQW49_RS11625 1.000 
478	443	META1_3283 1.000 	CQW49_RS01500 1.000 
479	442	META1_0808 1.000 	CQW49_RS16740 1.000 
480	442	META1_3915 1.000 	CQW49_RS14445 1.000 
481	441	META1_1002 1.000 	CQW49_RS13640 1.000 
482	441	META1_0380 1.000 	CQW49_RS17750 1.000 
483	441	META1_3486 1.000 	CQW49_RS16640 1.000 
484	441	META1_3558 1.000 	CQW49_RS22220 1.000 
485	440	META1_0751 1.000 	CQW49_RS10365 1.000 
486	440	META1_0778 1.000 	CQW49_RS15595 1.000 
487	440	META1_0448 1.000 	CQW49_RS18830 1.000 
488	440	META1_0836 1.000 	CQW49_RS20930 1.000 
489	440	META1_4465 1.000 	CQW49_RS13090 1.000 
490	440	META1_3434 1.000 	CQW49_RS21270 1.000 
491	439	META1_2836 1.000 	CQW49_RS10335 1.000 
492	438	META1_1236 1.000 META2_1135 0.410 META1_3501 0.086 	CQW49_RS01445 1.000 
493	437	META1_0283 1.000 	CQW49_RS03005 1.000 
494	437	META1_2713 1.000 	CQW49_RS17580 1.000 
495	437	META1_1405 1.000 	CQW49_RS23720 1.000 
496	436	META1_4148 1.000 	CQW49_RS05575 1.000 
497	435	META1_1140 1.000 	CQW49_RS16725 1.000 
498	435	META2_0464 1.000 	CQW49_RS19505 1.000 
499	434	META1_2068 1.000 	CQW49_RS00455 1.000 
500	434	META1_0590 1.000 	CQW49_RS08595 1.000 
501	434	META1_0862 1.000 	CQW49_RS10605 1.000 
502	434	META1_2521 1.000 	CQW49_RS07650 1.000 
503	431	META1_3122 1.000 	CQW49_RS01320 1.000 
504	431	META1_2220 1.000 	CQW49_RS09130 1.000 
505	431	META1_3212 1.000 	CQW49_RS20545 1.000 
506	430	META1_1937 1.000 	CQW49_RS21005 1.000 
507	430	META1_4653 1.000 	CQW49_RS17935 1.000 
508	429	META1_3485 1.000 	CQW49_RS16635 1.000 
509	428	META1_0720 1.000 	CQW49_RS08900 1.000 
510	428	META1_2375 1.000 	CQW49_RS04165 1.000 
511	428	META1_3020 1.000 	CQW49_RS01670 1.000 
512	427	META1_2512 1.000 	CQW49_RS00280 1.000 
513	427	META1_5116 1.000 	CQW49_RS20345 1.000 
514	426	META1_0712 1.000 	CQW49_RS19450 1.000 
515	426	META2_0114 1.000 	CQW49_RS14880 1.000 
516	425	META1_0403 1.000 	CQW49_RS18530 1.000 CQW49_RS09460 0.276 
517	425	META1_1436 1.000 	CQW49_RS20310 1.000 
518	424	META1_1320 1.000 	CQW49_RS04075 1.000 
519	424	META1_1517 1.000 	CQW49_RS16285 1.000 
520	421	META1_1296 1.000 	CQW49_RS03970 1.000 
521	420	META1_2275 1.000 	CQW49_RS13485 1.000 
522	420	META1_3150 1.000 	CQW49_RS11270 1.000 
523	420	META1_3932 1.000 	CQW49_RS09140 1.000 
524	420	META1_2714 1.000 	CQW49_RS17575 1.000 
525	420	META1_5123 1.000 	CQW49_RS20235 1.000 
526	418	META1_2387 1.000 	CQW49_RS16585 1.000 
527	418	META1_2445 1.000 	CQW49_RS17405 1.000 
528	416	META1_0371 1.000 	CQW49_RS01760 1.000 
529	416	META1_0003 1.000 	CQW49_RS04605 1.000 
530	416	META1_1485 1.000 	CQW49_RS08855 1.000 
531	416	META1_2870 1.000 	CQW49_RS03155 1.000 
532	416	META1_5107 1.000 	CQW49_RS06625 1.000 
533	415	META1_1697 1.000 	CQW49_RS09165 1.000 
534	413	META1_0541 1.000 	CQW49_RS09040 1.000 
535	413	META1_1940 1.000 	CQW49_RS20835 1.000 
536	412	META1_5204 1.000 	CQW49_RS04460 1.000 
537	411	META1_3469 1.000 	CQW49_RS10045 1.000 
538	410	META1_3429 1.000 	CQW49_RS00075 1.000 
539	410	META1_1053 1.000 	CQW49_RS11465 1.000 
540	410	META1_3626 1.000 	CQW49_RS06210 1.000 
541	410	META1_5145 1.000 	CQW49_RS10385 1.000 
542	409	META1_5257 1.000 	CQW49_RS01725 1.000 
543	409	META1_5094 1.000 	CQW49_RS18475 1.000 
544	408	META1_2035 1.000 	CQW49_RS03735 1.000 
545	408	META1_1161 1.000 	CQW49_RS11660 1.000 
546	408	META1_1465 1.000 	CQW49_RS16605 1.000 
547	407	META1_3894 1.000 	CQW49_RS11340 1.000 
548	407	META1_5226 1.000 	CQW49_RS06565 1.000 
549	406	META1_0167 1.000 	CQW49_RS12000 1.000 
550	406	META1_1023 1.000 	CQW49_RS12370 1.000 
551	406	META1_0405 1.000 	CQW49_RS18540 1.000 
552	406	META1_2756 1.000 	CQW49_RS15555 1.000 
553	406	META1_5134 1.000 	CQW49_RS11075 1.000 
554	404	META1_2197 1.000 	CQW49_RS05390 1.000 
555	404	META1_1823 1.000 	CQW49_RS07665 1.000 
556	404	META1_4715 1.000 	CQW49_RS00030 1.000 
557	404	META1_2835 1.000 	CQW49_RS10345 1.000 
558	404	META1_2846 1.000 	CQW49_RS20450 1.000 
559	404	META2_0869 1.000 	CQW49_RS05640 1.000 
560	403	META1_0647 1.000 	CQW49_RS15570 1.000 
561	403	META1_4871 1.000 	CQW49_RS04455 1.000 
562	403	META1_4251 1.000 	CQW49_RS18890 1.000 
563	402	META1_4689 1.000 	CQW49_RS16880 1.000 
564	401	META1_2067 1.000 	CQW49_RS00460 1.000 
565	401	META1_2452 1.000 	CQW49_RS09370 1.000 
566	401	META1_1493 1.000 	CQW49_RS19120 1.000 
567	400	META1_2363 1.000 	CQW49_RS04130 1.000 
568	400	META1_0758 1.000 	CQW49_RS18465 1.000 
569	399	META1_1748 1.000 	CQW49_RS03365 1.000 
570	399	META1_2536 1.000 	CQW49_RS01755 1.000 
571	399	META1_2159 1.000 	CQW49_RS10490 1.000 
572	399	META1_3376 1.000 	CQW49_RS08265 1.000 
573	399	META1_3863 1.000 	CQW49_RS10855 1.000 
574	399	META1_4889 1.000 	CQW49_RS15460 1.000 
575	398	META1_1330 1.000 	CQW49_RS17900 1.000 
576	398	META1_1779 1.000 	CQW49_RS19330 1.000 
577	397	META1_2345 1.000 	CQW49_RS08625 1.000 
578	397	META1_3174 1.000 	CQW49_RS17660 1.000 
579	396	META1_3530 1.000 	CQW49_RS01075 1.000 
580	396	META2_0527 1.000 	CQW49_RS23115 1.000 
581	395	META1_1526 1.000 	CQW49_RS16100 1.000 
582	395	META1_1724 1.000 	CQW49_RS16085 1.000 
583	395	META1_5127 1.000 	CQW49_RS00485 1.000 
584	394	META1_0469 1.000 	CQW49_RS18780 1.000 
585	393	META1_1441 1.000 	CQW49_RS13015 1.000 
586	393	META1_2661 1.000 	CQW49_RS19925 1.000 
587	391	META1_0286 1.000 META2_0327 0.091 	CQW49_RS20375 1.000 
588	391	META1_0562 1.000 	CQW49_RS12865 1.000 
589	391	META1_0376 1.000 	CQW49_RS17725 1.000 
590	391	META1_1435 1.000 	CQW49_RS20305 1.000 
591	390	META1_0232 1.000 	CQW49_RS04595 1.000 
592	390	META1_0809 1.000 	CQW49_RS15845 1.000 
593	390	META1_1363 1.000 	CQW49_RS13565 1.000 
594	390	META2_0254 1.000 	CQW49_RS14575 1.000 
595	389	META1_2095 1.000 	CQW49_RS09305 1.000 
596	389	META1_3497 1.000 	CQW49_RS13185 1.000 
597	388	META1_0077 1.000 META1_2712 0.133 	CQW49_RS09405 1.000 
598	388	META1_3018 1.000 	CQW49_RS01680 1.000 
599	386	META1_3392 1.000 	CQW49_RS04810 1.000 
600	384	META1_5164 1.000 	CQW49_RS15965 1.000 CQW49_RS06775 0.341 
601	384	META1_2200 1.000 	CQW49_RS16350 1.000 
602	384	META1_3517 1.000 	CQW49_RS18595 1.000 
603	384	META1_5071 1.000 	CQW49_RS14250 1.000 
604	383	META1_0587 1.000 	CQW49_RS04235 1.000 
605	382	META1_1791 1.000 	CQW49_RS04685 1.000 
606	382	META1_1476 1.000 	CQW49_RS12790 1.000 
607	381	META1_2065 1.000 	CQW49_RS00470 1.000 
608	381	META1_5014 1.000 	CQW49_RS01915 1.000 
609	381	META1_1529 1.000 	CQW49_RS19195 1.000 
610	380	META1_2339 1.000 	CQW49_RS13150 1.000 
611	380	META1_5318 1.000 	CQW49_RS12760 1.000 
612	379	META1_1397 1.000 	CQW49_RS00880 1.000 
613	379	META1_2153 1.000 	CQW49_RS10520 1.000 
614	379	META1_5182 1.000 	CQW49_RS03385 1.000 
615	379	META1_3211 1.000 	CQW49_RS15500 1.000 
616	378	META1_2456 1.000 	CQW49_RS06900 1.000 
617	378	META1_2518 1.000 	CQW49_RS07625 1.000 
618	378	META1_2519 1.000 	CQW49_RS07640 1.000 
619	378	META1_2331 1.000 	CQW49_RS09065 1.000 
620	378	META1_2981 1.000 	CQW49_RS11760 1.000 
621	378	META1_3027 1.000 	CQW49_RS20795 1.000 
622	378	META1_4623 1.000 	CQW49_RS18000 1.000 
623	377	META1_3147 1.000 	CQW49_RS11260 1.000 
624	377	META2_1139 1.000 	CQW49_RS11785 1.000 
625	377	META1_5120 1.000 	CQW49_RS20250 1.000 
626	376	META1_4531 1.000 	CQW49_RS14500 1.000 
627	375	META1_1728 1.000 	CQW49_RS12245 1.000 
628	375	META1_4598 1.000 	CQW49_RS06115 1.000 
629	374	META1_1725 1.000 	CQW49_RS16080 1.000 
630	374	META1_2465 1.000 	CQW49_RS13320 1.000 
631	373	META1_1360 1.000 	CQW49_RS00300 1.000 
632	373	META1_1471 1.000 	CQW49_RS12805 1.000 
633	373	META1_1520 1.000 	CQW49_RS19870 1.000 
634	373	META1_5167 1.000 	CQW49_RS15980 1.000 
635	372	META1_2748 1.000 	CQW49_RS12280 1.000 
636	370	META1_0660 1.000 	CQW49_RS03145 1.000 
637	369	META1_2599 1.000 META2_0201 0.754 	CQW49_RS05010 1.000 
638	369	META1_1389 1.000 	CQW49_RS02690 1.000 
639	369	META1_3472 1.000 	CQW49_RS10060 1.000 
640	369	META1_5104 1.000 	CQW49_RS03440 1.000 
641	368	META1_0321 1.000 	CQW49_RS06945 1.000 
642	368	META1_2289 1.000 	CQW49_RS19630 1.000 
643	368	META1_4228 1.000 	CQW49_RS11390 1.000 
644	368	META1_4890 1.000 	CQW49_RS15455 1.000 
645	367	META1_0525 1.000 	CQW49_RS06130 1.000 
646	367	META1_0377 1.000 	CQW49_RS17735 1.000 
647	367	META1_0218 1.000 	CQW49_RS20085 1.000 
648	366	META1_0404 1.000 	CQW49_RS18535 1.000 
649	366	META1_0406 1.000 	CQW49_RS18545 1.000 
650	366	META1_4640 1.000 	CQW49_RS04135 1.000 
651	364	META1_2397 1.000 META1_4039 0.823 	CQW49_RS06240 1.000 
652	364	META1_2851 1.000 	CQW49_RS02720 1.000 
653	364	META1_4920 1.000 	CQW49_RS20100 1.000 
654	363	META1_0317 1.000 	CQW49_RS18835 1.000 
655	363	META1_1434 1.000 	CQW49_RS20300 1.000 
656	362	META1_0168 1.000 	CQW49_RS05365 1.000 
657	362	META1_4363 1.000 	CQW49_RS01410 1.000 
658	362	META1_0509 1.000 	CQW49_RS19740 1.000 
659	362	META1_4850 1.000 	CQW49_RS16680 1.000 
660	361	META1_3193 1.000 	CQW49_RS01440 1.000 
661	361	META1_3403 1.000 	CQW49_RS13435 1.000 
662	361	META1_3457 1.000 	CQW49_RS15520 1.000 
663	360	META1_1833 1.000 META1_3826 0.156 META1_3741 0.103 	CQW49_RS17795 1.000 
664	360	META1_1298 1.000 	CQW49_RS03975 1.000 
665	360	META1_1763 1.000 	CQW49_RS13530 1.000 
666	360	META1_4386 1.000 	CQW49_RS11370 1.000 
667	358	META1_0556 1.000 	CQW49_RS11635 1.000 
668	358	META1_1175 1.000 	CQW49_RS09425 1.000 
669	358	META1_4359 1.000 	CQW49_RS01425 1.000 
670	358	META1_1987 1.000 	CQW49_RS13085 1.000 
671	358	META1_0484 1.000 	CQW49_RS20320 1.000 
672	358	META1_2058 1.000 	CQW49_RS15695 1.000 
673	356	META1_1988 1.000 	CQW49_RS16335 1.000 CQW49_RS16340 0.454 
674	356	META1_0659 1.000 	CQW49_RS03150 1.000 
675	356	META1_2949 1.000 	CQW49_RS12485 1.000 
676	356	META1_3662 1.000 	CQW49_RS09450 1.000 
677	356	META1_3381 1.000 	CQW49_RS19575 1.000 
678	355	META1_0706 1.000 	CQW49_RS00855 1.000 
679	355	META1_0622 1.000 	CQW49_RS13400 1.000 
680	355	META1_1783 1.000 	CQW49_RS19320 1.000 
681	355	META1_5090 1.000 	CQW49_RS11220 1.000 
682	354	META1_2989 1.000 	CQW49_RS01945 1.000 
683	354	META1_4925 1.000 	CQW49_RS11585 1.000 
684	354	META1_4280 1.000 	CQW49_RS18275 1.000 
685	353	META1_0223 1.000 	CQW49_RS19490 1.000 
686	353	META1_4809 1.000 	CQW49_RS15635 1.000 
687	351	META1_0925 1.000 	CQW49_RS07230 1.000 
688	351	META1_1010 1.000 	CQW49_RS10155 1.000 
689	351	META1_0783 1.000 	CQW49_RS15575 1.000 
690	351	META1_3844 1.000 	CQW49_RS05920 1.000 
691	351	META1_4495 1.000 	CQW49_RS05885 1.000 
692	350	META1_1814 1.000 	CQW49_RS00140 1.000 
693	350	META1_0760 1.000 	CQW49_RS18270 1.000 
694	350	META1_1492 1.000 	CQW49_RS19125 1.000 
695	349	p1METAp0007 1.000 	CQW49_RS22805 1.000 CQW49_RS14005 0.440 CQW49_RS15255 0.425 CQW49_RS14555 0.286 
696	349	META1_0342 1.000 	CQW49_RS09340 1.000 
697	349	META1_5243 1.000 	CQW49_RS20290 1.000 
698	348	META1_3320 1.000 	CQW49_RS19185 1.000 
699	348	META1_4529 1.000 	CQW49_RS14510 1.000 
700	347	META1_0426 1.000 	CQW49_RS01160 1.000 
701	347	META1_2100 1.000 	CQW49_RS00250 1.000 
702	347	META1_3090 1.000 	CQW49_RS12210 1.000 
703	346	META1_1756 1.000 	CQW49_RS03845 1.000 
704	346	META1_3345 1.000 	CQW49_RS01540 1.000 
705	346	META2_0576 1.000 	CQW49_RS07600 1.000 
706	346	META1_4537 1.000 	CQW49_RS14465 1.000 
707	344	META1_0766 1.000 	CQW49_RS00490 1.000 
708	344	META1_2478 1.000 	CQW49_RS16410 1.000 
709	344	META1_4709 1.000 	CQW49_RS10090 1.000 
710	344	META1_5190 1.000 	CQW49_RS16985 1.000 
711	343	META1_0424 1.000 	CQW49_RS11430 1.000 
712	343	META1_0447 1.000 	CQW49_RS18820 1.000 
713	343	META1_2888 1.000 	CQW49_RS11200 1.000 
714	342	META1_2925 1.000 	CQW49_RS13370 1.000 
715	342	META1_4585 1.000 	CQW49_RS20585 1.000 
716	341	META1_3895 1.000 	CQW49_RS11345 1.000 
717	341	META1_4255 1.000 	CQW49_RS18600 1.000 
718	341	META1_4636 1.000 	CQW49_RS17480 1.000 
719	340	META1_1356 1.000 	CQW49_RS20945 1.000 
720	340	META1_2882 1.000 	CQW49_RS15960 1.000 
721	340	META1_4319 1.000 	CQW49_RS10820 1.000 
722	339	META1_0383 1.000 	CQW49_RS15800 1.000 
723	338	META1_3872 1.000 	CQW49_RS04970 1.000 
724	338	META1_4620 1.000 	CQW49_RS03025 1.000 
725	337	META1_0854 1.000 	CQW49_RS05350 1.000 
726	337	META1_3906 1.000 	CQW49_RS05045 1.000 
727	336	META1_2486 1.000 	CQW49_RS22190 1.000 CQW49_RS13685 0.123 
728	336	META1_4626 1.000 	CQW49_RS02195 1.000 
729	336	META1_2325 1.000 	CQW49_RS15395 1.000 
730	335	META1_0320 1.000 	CQW49_RS06950 1.000 
731	335	META1_4859 1.000 	CQW49_RS04465 1.000 
732	335	META1_5169 1.000 	CQW49_RS15990 1.000 
733	334	META1_1789 1.000 	CQW49_RS04695 1.000 
734	334	META1_3701 1.000 	CQW49_RS17800 1.000 
735	333	META1_2502 1.000 META1_3692 0.865 	CQW49_RS19470 1.000 CQW49_RS00130 0.800 
736	332	META1_0804 1.000 	CQW49_RS09640 1.000 
737	332	META1_2450 1.000 	CQW49_RS17430 1.000 
738	332	META1_2417 1.000 	CQW49_RS20900 1.000 
739	331	META1_0369 1.000 	CQW49_RS09075 1.000 
740	331	META1_2530 1.000 	CQW49_RS06445 1.000 
741	331	META1_3249 1.000 	CQW49_RS06880 1.000 
742	331	META1_2948 1.000 	CQW49_RS10250 1.000 
743	331	META1_2845 1.000 	CQW49_RS16910 1.000 
744	331	META1_2537 1.000 	CQW49_RS20755 1.000 
745	330	META1_2070 1.000 	CQW49_RS00445 1.000 
746	330	META1_3106 1.000 	CQW49_RS02095 1.000 
747	329	META1_5048 1.000 	CQW49_RS03075 1.000 
748	329	META1_2496 1.000 	CQW49_RS16555 1.000 
749	329	META1_3646 1.000 	CQW49_RS12660 1.000 
750	329	META1_5165 1.000 	CQW49_RS15970 1.000 
751	329	META1_5121 1.000 	CQW49_RS20245 1.000 
752	327	META1_0053 1.000 	CQW49_RS04195 1.000 
753	327	META1_0954 1.000 	CQW49_RS22065 1.000 
754	327	META1_5132 1.000 	CQW49_RS09100 1.000 
755	326	META1_3199 1.000 	CQW49_RS06320 1.000 CQW49_RS19535 0.182 
756	325	META1_1491 1.000 	CQW49_RS03380 1.000 
757	325	META1_4558 1.000 	CQW49_RS21305 1.000 
758	324	META1_0199 1.000 	CQW49_RS02900 1.000 
759	324	META1_1003 1.000 	CQW49_RS13645 1.000 
760	324	META1_3080 1.000 	CQW49_RS12300 1.000 
761	323	META1_2047 1.000 	CQW49_RS02870 1.000 
762	323	META1_1385 1.000 	CQW49_RS12820 1.000 
763	323	META1_3373 1.000 	CQW49_RS19555 1.000 
764	323	META1_4584 1.000 	CQW49_RS20580 1.000 
765	322	META1_4959 1.000 	CQW49_RS00150 1.000 
766	321	META1_0557 1.000 META1_4198 0.142 	CQW49_RS06305 1.000 
767	321	META1_3487 1.000 	CQW49_RS00950 1.000 
768	321	META1_4674 1.000 	CQW49_RS01060 1.000 
769	320	META1_2732 1.000 	CQW49_RS19640 1.000 
770	319	META2_0173 1.000 META1_2654 0.472 p1METAp0021 0.066 	CQW49_RS19935 1.000 
771	319	META1_2198 1.000 	CQW49_RS05385 1.000 
772	319	META1_2208 1.000 	CQW49_RS05880 1.000 
773	319	META1_2837 1.000 	CQW49_RS10330 1.000 
774	319	META1_4948 1.000 	CQW49_RS13010 1.000 
775	318	META1_2511 1.000 	CQW49_RS00060 1.000 
776	315	META1_4684 1.000 	CQW49_RS06540 1.000 
777	315	META1_4313 1.000 	CQW49_RS16175 1.000 
778	315	META1_3661 1.000 	CQW49_RS20175 1.000 
779	314	META1_2175 1.000 	CQW49_RS10435 1.000 
780	314	META1_5244 1.000 	CQW49_RS04360 1.000 
781	314	META1_4277 1.000 	CQW49_RS20515 1.000 
782	313	META1_1820 1.000 	CQW49_RS11845 1.000 
783	313	META1_4360 1.000 	CQW49_RS01420 1.000 
784	313	META1_3484 1.000 	CQW49_RS16650 1.000 
785	312	META1_3629 1.000 	CQW49_RS02205 1.000 
786	312	META1_0666 1.000 	CQW49_RS17635 1.000 
787	312	META1_0452 1.000 	CQW49_RS19820 1.000 
788	312	META1_1930 1.000 	CQW49_RS20600 1.000 
789	312	META1_3156 1.000 	CQW49_RS17850 1.000 
790	311	META1_0619 1.000 	CQW49_RS01850 1.000 
791	311	META1_5219 1.000 	CQW49_RS00720 1.000 
792	309	META1_1477 1.000 	CQW49_RS12785 1.000 
793	309	META1_0463 1.000 	CQW49_RS18800 1.000 
794	309	META1_4576 1.000 	CQW49_RS01610 1.000 
795	309	META1_2273 1.000 	CQW49_RS13475 1.000 
796	309	META1_2419 1.000 	CQW49_RS20885 1.000 
797	309	META1_3221 1.000 	CQW49_RS21380 1.000 
798	308	META1_3132 1.000 	CQW49_RS17895 1.000 
799	307	META1_0078 1.000 META1_1241 1.000 	CQW49_RS04735 1.000 
800	307	META1_0814 1.000 	CQW49_RS12295 1.000 
801	307	META1_3067 1.000 	CQW49_RS01970 1.000 
802	307	META1_5008 1.000 	CQW49_RS00955 1.000 
803	307	META1_4311 1.000 	CQW49_RS18490 1.000 
804	306	META1_1497 1.000 	CQW49_RS04675 1.000 
805	306	META1_3019 1.000 	CQW49_RS01675 1.000 
806	305	META2_1007 1.000 META1_1207 0.903 META1_2584 0.716 META1_4209 0.378 	CQW49_RS10765 1.000 
807	305	META1_3430 1.000 	CQW49_RS00070 1.000 
808	305	META1_4821 1.000 	CQW49_RS22235 1.000 
809	304	META1_1815 1.000 	CQW49_RS11775 1.000 
810	304	META1_4420 1.000 	CQW49_RS01300 1.000 
811	304	META1_3234 1.000 	CQW49_RS09710 1.000 
812	304	META1_4722 1.000 	CQW49_RS17255 1.000 
813	303	META1_5166 1.000 	CQW49_RS15975 1.000 
814	302	META1_4072 1.000 META1_4185 0.204 META1_0278 0.056 	CQW49_RS19920 1.000 
815	302	META1_0981 1.000 	CQW49_RS04325 1.000 
816	302	META1_1938 1.000 	CQW49_RS00205 1.000 
817	302	META1_1307 1.000 	CQW49_RS04015 1.000 
818	302	META1_1712 1.000 	CQW49_RS17450 1.000 
819	301	META1_2581 1.000 META2_1015 0.606 META1_1199 0.567 	CQW49_RS22350 1.000 
820	301	META1_2489 1.000 	CQW49_RS22280 1.000 
821	301	META2_0494 1.000 	CQW49_RS22420 1.000 
822	300	META1_1893 1.000 	CQW49_RS15805 1.000 
823	300	META1_5125 1.000 	CQW49_RS00480 1.000 
824	300	META1_0835 1.000 	CQW49_RS20925 1.000 
825	300	META1_3543 1.000 	CQW49_RS21990 1.000 
826	299	META1_0414 1.000 	CQW49_RS03315 1.000 
827	299	META1_4364 1.000 	CQW49_RS01405 1.000 
828	299	META1_3091 1.000 	CQW49_RS12215 1.000 
829	298	META1_3173 1.000 	CQW49_RS17665 1.000 
830	298	META1_2473 1.000 	CQW49_RS21295 1.000 
831	298	META1_4436 1.000 	CQW49_RS18505 1.000 
832	297	META1_0411 1.000 	CQW49_RS09005 1.000 
833	297	META1_0924 1.000 	CQW49_RS08825 1.000 
834	297	META1_4140 1.000 	CQW49_RS02885 1.000 
835	297	META1_4380 1.000 	CQW49_RS02000 1.000 
836	297	META1_2271 1.000 	CQW49_RS13465 1.000 
837	296	META1_1778 1.000 	CQW49_RS19335 1.000 
838	296	META1_2287 1.000 	CQW49_RS19840 1.000 
839	296	META1_2268 1.000 	CQW49_RS19940 1.000 
840	295	META1_1749 1.000 	CQW49_RS03360 1.000 
841	295	META1_1760 1.000 	CQW49_RS10305 1.000 
842	295	META1_2517 1.000 	CQW49_RS07620 1.000 
843	295	META1_1004 1.000 	CQW49_RS17815 1.000 
844	295	META1_3418 1.000 	CQW49_RS09995 1.000 
845	295	META1_1500 1.000 	CQW49_RS20115 1.000 
846	295	META1_5006 1.000 	CQW49_RS20410 1.000 
847	294	META1_0186 1.000 	CQW49_RS13325 1.000 
848	294	META1_3428 1.000 	CQW49_RS11210 1.000 
849	294	META1_2388 1.000 	CQW49_RS16590 1.000 
850	294	META1_3918 1.000 	CQW49_RS11810 1.000 
851	293	META1_2462 1.000 	CQW49_RS12025 1.000 
852	293	META1_5047 1.000 	CQW49_RS03080 1.000 
853	292	META1_3068 1.000 	CQW49_RS01975 1.000 
854	292	META1_1761 1.000 	CQW49_RS13885 1.000 
855	292	META1_3388 1.000 	CQW49_RS19280 1.000 
856	292	META1_5168 1.000 	CQW49_RS15985 1.000 
857	291	META1_1770 1.000 	CQW49_RS05600 1.000 
858	291	META1_4577 1.000 	CQW49_RS01605 1.000 
859	290	META1_1652 1.000 	CQW49_RS05745 1.000 
860	290	META1_3115 1.000 	CQW49_RS02655 1.000 
861	289	META1_0847 1.000 	CQW49_RS05315 1.000 
862	289	META1_2850 1.000 	CQW49_RS02725 1.000 
863	289	META1_3095 1.000 	CQW49_RS04555 1.000 
864	289	META1_4690 1.000 	CQW49_RS12930 1.000 
865	289	META1_4914 1.000 	CQW49_RS16075 1.000 
866	288	META1_2917 1.000 	CQW49_RS00230 1.000 
867	288	META1_0601 1.000 	CQW49_RS12165 1.000 
868	288	META1_2755 1.000 	CQW49_RS15560 1.000 
869	287	META1_1390 1.000 	CQW49_RS02685 1.000 
870	287	META1_0790 1.000 	CQW49_RS09935 1.000 
871	287	META1_4143 1.000 	CQW49_RS11060 1.000 
872	286	META1_1130 1.000 	CQW49_RS16595 1.000 CQW49_RS18205 0.308 
873	286	META1_0464 1.000 	CQW49_RS18795 1.000 
874	286	META1_1350 1.000 	CQW49_RS20960 1.000 
875	285	META1_1816 1.000 	CQW49_RS11770 1.000 
876	285	META1_3155 1.000 	CQW49_RS11305 1.000 
877	285	META1_4384 1.000 	CQW49_RS11360 1.000 
878	284	META1_1532 1.000 	CQW49_RS00660 1.000 
879	284	META1_2086 1.000 	CQW49_RS04880 1.000 
880	284	META1_2247 1.000 	CQW49_RS04865 1.000 
881	284	META1_5192 1.000 	CQW49_RS03340 1.000 
882	283	META1_0979 1.000 META1_3607 0.696 	CQW49_RS21440 1.000 CQW49_RS09285 0.096 
883	283	META1_0851 1.000 	CQW49_RS05335 1.000 
884	282	META1_2112 1.000 	CQW49_RS18175 1.000 CQW49_RS13695 0.431 CQW49_RS18235 0.426 CQW49_RS21785 0.399 CQW49_RS07180 0.362 CQW49_RS02430 0.288 CQW49_RS02600 0.245 CQW49_RS06265 0.211 CQW49_RS05625 0.108 CQW49_RS03265 0.100 CQW49_RS13595 0.087 
885	282	META1_0288 1.000 	CQW49_RS03935 1.000 
886	282	META1_5010 1.000 	CQW49_RS06435 1.000 
887	282	META1_3367 1.000 	CQW49_RS17930 1.000 
888	281	META1_2310 1.000 	CQW49_RS12600 1.000 
889	281	META1_1738 1.000 	CQW49_RS15925 1.000 
890	281	META1_4583 1.000 	CQW49_RS20575 1.000 
891	280	META1_3508 1.000 	CQW49_RS20030 1.000 CQW49_RS09585 0.179 
892	280	META1_0421 1.000 	CQW49_RS03045 1.000 
893	280	META1_2180 1.000 	CQW49_RS10460 1.000 
894	280	META1_0768 1.000 	CQW49_RS18445 1.000 
895	280	META1_4604 1.000 	CQW49_RS15540 1.000 
896	279	META1_3010 1.000 	CQW49_RS02335 1.000 CQW49_RS24070 0.555 CQW49_RS13815 0.513 
897	279	META1_2154 1.000 	CQW49_RS10515 1.000 
898	279	META1_3493 1.000 	CQW49_RS13190 1.000 
899	278	META1_3512 1.000 	CQW49_RS01285 1.000 
900	278	META1_2881 1.000 	CQW49_RS15955 1.000 
